rdf,http://www.w3.org/1999/02/22-rdf-syntax-ns#
foaf,http://xmlns.com/foaf/0.1/
yago,http://yago-knowledge.org/resource/
rdfs,http://www.w3.org/2000/01/rdf-schema#
dbo,http://dbpedia.org/ontology/
dbp,http://dbpedia.org/property/
gr,http://purl.org/goodrelations/v1#
dc,http://purl.org/dc/elements/1.1/
spacerel,http://data.ordnancesurvey.co.uk/ontology/spatialrelations/
owl,http://www.w3.org/2002/07/owl#
skos,http://www.w3.org/2004/02/skos/core#
geo,http://www.opengis.net/ont/geosparql#
dcat,http://www.w3.org/ns/dcat#
xsd,http://www.w3.org/2001/XMLSchema#
ont,http://purl.org/net/ns/ontology-annot#
qb,http://purl.org/linked-data/cube#
xtypes,http://purl.org/xtypes/
sioc,http://rdfs.org/sioc/ns#
madsrdf,http://www.loc.gov/mads/rdf/v1#
onto,http://www.ontotext.com/
org,http://www.w3.org/ns/org#
bflc,http://id.loc.gov/ontologies/bflc/
prov,http://www.w3.org/ns/prov#
dbpedia,http://dbpedia.org/resource/
gldp,http://www.w3.org/ns/people#
rss,http://purl.org/rss/1.0/
commerce,http://search.yahoo.com/searchmonkey/commerce/
dcterms,http://purl.org/dc/terms/
sd,http://www.w3.org/ns/sparql-service-description#
void,http://rdfs.org/ns/void#
wd,http://www.wikidata.org/entity/
bibo,http://purl.org/ontology/bibo/
event,http://purl.org/NET/c4dm/event.owl#
geonames,http://www.geonames.org/ontology#
fb,http://rdf.freebase.com/ns/
dct,http://purl.org/dc/terms/
sc,http://purl.org/science/owl/sciencecommons/
dcmit,http://purl.org/dc/dcmitype/
md,http://www.w3.org/ns/md#
prog,http://purl.org/prog/
cc,http://creativecommons.org/ns#
pto,http://www.productontology.org/id/
doap,http://usefulinc.com/ns/doap#
vcard,http://www.w3.org/2006/vcard/ns#
rr,http://www.w3.org/ns/r2rml#
swrc,http://swrc.ontoware.org/ontology#
schema,http://schema.org/
ma,http://www.w3.org/ns/ma-ont#
dbpprop,http://dbpedia.org/property/
vann,http://purl.org/vocab/vann/
ex,http://example.org/
tl,http://purl.org/NET/c4dm/timeline.owl#
akt,http://www.aktors.org/ontology/portal#
http,http://www.w3.org/2011/http#
content,http://purl.org/rss/1.0/modules/content/
swc,http://data.semanticweb.org/ns/swc/ontology#
dbr,http://dbpedia.org/resource/
xmp,http://ns.adobe.com/xap/1.0/
fn,http://www.w3.org/2005/xpath-functions#
vs,http://www.w3.org/2003/06/sw-vocab-status/ns#
wot,http://xmlns.com/wot/0.1/
ical,http://www.w3.org/2002/12/cal/ical#
marcrel,http://id.loc.gov/vocabulary/relators/
aiiso,http://purl.org/vocab/aiiso/schema#
earl,http://www.w3.org/ns/earl#
xhtml,http://www.w3.org/1999/xhtml#
oo,http://purl.org/openorg/
gen,http://purl.org/gen/0.1#
cyc,http://sw.opencyc.org/concept/
nie,http://www.semanticdesktop.org/ontologies/2007/01/19/nie#
cv,http://rdfs.org/resume-rdf/
rel,http://purl.org/vocab/relationship/
ad,http://schemas.talis.com/2005/address/schema#
factbook,http://wifo5-04.informatik.uni-mannheim.de/factbook/ns#
sdmxdim,http://purl.org/linked-data/sdmx/2009/dimension#
bio,http://purl.org/vocab/bio/0.1/
dc11,http://purl.org/dc/elements/1.1/
mo,http://purl.org/ontology/mo/
test2,http://this.invalid/test2#
bill,http://www.rdfabout.com/rdf/schema/usbill/
xhv,http://www.w3.org/1999/xhtml/vocab#
d2rq,http://www.wiwiss.fu-berlin.de/suhl/bizer/D2RQ/0.1#
oa,http://www.w3.org/ns/oa#
rdfg,http://www.w3.org/2004/03/trix/rdfg-1/
og,http://ogp.me/ns#
pc,http://purl.org/procurement/public-contracts#
daia,http://purl.org/ontology/daia/
air,http://dig.csail.mit.edu/TAMI/2007/amord/air#
co,http://rhizomik.net/ontologies/copyrightonto.owl#
log,http://www.w3.org/2000/10/swap/log#
media,http://search.yahoo.com/searchmonkey/media/
crm,http://www.cidoc-crm.org/cidoc-crm/
photoshop,http://ns.adobe.com/photoshop/1.0/
tzont,http://www.w3.org/2006/timezone#
cs,http://purl.org/vocab/changeset/schema#
book,http://purl.org/NET/book/vocab#
admin,http://webns.net/mvcb/
ctag,http://commontag.org/ns#
biblio,http://purl.org/net/biblio#
dv,http://rdf.data-vocabulary.org/#
ir,http://www.ontologydesignpatterns.org/cp/owl/informationrealization.owl#
con,http://www.w3.org/2000/10/swap/pim/contact#
tag,http://www.holygoat.co.uk/owl/redwood/0.1/tags/
days,http://ontologi.es/days#
wfs,http://schemas.opengis.net/wfs/
botany,http://purl.org/NET/biol/botany#
afn,http://jena.hpl.hp.com/ARQ/function#
musim,http://purl.org/ontology/similarity/
osag,http://www.ordnancesurvey.co.uk/ontology/AdministrativeGeography/v2.0/AdministrativeGeography.rdf#
cal,http://www.w3.org/2002/12/cal/ical#
cld,http://purl.org/cld/terms/
dir,http://schemas.talis.com/2005/dir/schema#
sr,http://www.openrdf.org/config/repository/sail#
ome,http://purl.org/ontomedia/core/expression#
dcterm,http://purl.org/dc/terms/
xfn,http://gmpg.org/xfn/11#
reco,http://purl.org/reco#
mu,http://mu.semte.ch/vocabularies/core/
myspace,http://purl.org/ontology/myspace#
af,http://purl.org/ontology/af/
cmp,http://www.ontologydesignpatterns.org/cp/owl/componency.owl#
sism,http://purl.oclc.org/NET/sism/0.1/
time,http://www.w3.org/2006/time#
dcq,http://purl.org/dc/qualifiers/1.0/
xf,http://www.w3.org/2002/xforms/
xs,http://www.w3.org/2001/XMLSchema#
exif,http://www.w3.org/2003/12/exif/ns#
lomvoc,http://ltsc.ieee.org/rdf/lomv1p0/vocabulary#
rif,http://www.w3.org/2007/rif#
dcn,http://www.w3.org/2007/uwa/context/deliverycontext.owl#
memo,http://ontologies.smile.deri.ie/2009/02/27/memo#
giving,http://ontologi.es/giving#
rev,http://purl.org/stuff/rev#
sdmxa,http://purl.org/linked-data/sdmx/2009/attribute#
ok,http://okkam.org/terms#
math,http://www.w3.org/2000/10/swap/math#
swande,http://purl.org/swan/1.2/discourse-elements/
swanq,http://purl.org/swan/1.2/qualifiers/
owlim,http://www.ontotext.com/trree/owlim#
cfp,http://sw.deri.org/2005/08/conf/cfp.owl#
xsi,http://www.w3.org/2001/XMLSchema-instance#
jdbc,http://d2rq.org/terms/jdbc/
gn,http://www.geonames.org/ontology#
frbr,http://purl.org/vocab/frbr/core#
ov,http://open.vocab.org/terms/
as,http://www.w3.org/ns/activitystreams#
swrcfe,http://www.morelab.deusto.es/ontologies/swrcfe#
om,http://opendata.caceres.es/def/ontomunicipio#
swrl,http://www.w3.org/2003/11/swrl#
type,http://info.deepcarbon.net/schema/type#
swrlb,http://www.w3.org/2003/11/swrlb#
bf,http://bibframe.org/vocab/
sioct,http://rdfs.org/sioc/types#
cnt,http://www.w3.org/2011/content#
cert,http://www.w3.org/ns/auth/cert#
gtfs,http://vocab.gtfs.org/terms#
siocserv,http://rdfs.org/sioc/services#
adms,http://www.w3.org/ns/adms#
drugbank,http://www4.wiwiss.fu-berlin.de/drugbank/resource/drugbank/
voaf,http://purl.org/vocommons/voaf#
sdmx,http://purl.org/linked-data/sdmx#
sf,http://www.opengis.net/ont/sf#
nfo,http://www.semanticdesktop.org/ontologies/2007/03/22/nfo#
omn,http://open-multinet.info/ontology/omn#
ptr,http://www.w3.org/2009/pointers#
ac,http://umbel.org/umbel/ac/
fabio,http://purl.org/spar/fabio/
isbd,http://iflastandards.info/ns/isbd/elements/
prism,http://prismstandard.org/namespaces/basic/2.0/
openlinks,http://www.openlinksw.com/schemas/virtrdf#
acc,http://purl.org/NET/acc#
db,http://dbpedia.org/
geoes,http://geo.linkeddata.es/ontology/
unit,http://qudt.org/vocab/unit#
wn,http://xmlns.com/wordnet/1.6/
ldp,http://www.w3.org/ns/ldp#
rsa,http://www.w3.org/ns/auth/rsa#
geosparql,http://www.opengis.net/ont/geosparql#
lemon,http://lemon-model.net/lemon#
lyou,http://purl.org/linkingyou/
movie,http://data.linkedmdb.org/resource/movie/
ore,http://www.openarchives.org/ore/terms/
akts,http://www.aktors.org/ontology/support#
wn20schema,http://www.w3.org/2006/03/wn/wn20/schema/
sider,http://www4.wiwiss.fu-berlin.de/sider/resource/sider/
ontology,http://dbpedia.org/ontology/
acm,http://www.rkbexplorer.com/ontologies/acm#
test,http://test2.example.com/
dul,http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#
umbelrc,http://umbel.org/umbel/rc/
lv,http://purl.org/lobid/lv#
eg,http://eulergui.sourceforge.net/engine.owl#
core,http://vivoweb.org/ontology/core#
service,http://purl.org/ontology/service#
po,http://purl.org/ontology/po/
loc,http://www.w3.org/2007/uwa/context/location.owl#
skosxl,http://www.w3.org/2008/05/skos-xl#
lgd,http://linkedgeodata.org/triplify/
ssn,http://purl.oclc.org/NET/ssnx/ssn#
zoology,http://purl.org/NET/biol/zoology#
nsogi,http://prefix.cc/nsogi:
aat,http://vocab.getty.edu/aat/
formats,http://www.w3.org/ns/formats/
cito,http://purl.org/spar/cito/
ignf,http://data.ign.fr/def/ignf#
uniprot,http://purl.uniprot.org/core/
prv,http://purl.org/net/provenance/ns#
room,http://vocab.deri.ie/rooms#
organism,http://eulersharp.sourceforge.net/2003/03swap/organism#
ndl,http://schemas.ogf.org/nml/2013/05/base#
swid,http://semanticweb.org/id/
music,http://musicontology.com/
sp,http://spinrdf.org/sp#
irw,http://www.ontologydesignpatterns.org/ont/web/irw.owl#
pr,http://purl.org/ontology/prv/core#
whois,http://www.kanzaki.com/ns/whois#
dcam,http://purl.org/dc/dcam/
scovo,http://purl.org/NET/scovo#
dce,http://purl.org/dc/elements/1.1/
lode,http://linkedevents.org/ontology/
qudt,http://qudt.org/1.1/schema/qudt#
daml,http://www.daml.org/2001/03/daml+oil#
java,http://www.w3.org/2007/uwa/context/java.owl#
acl,http://www.w3.org/ns/auth/acl#
wo,http://purl.org/ontology/wo/
atom,http://www.w3.org/2005/Atom/
dbpediaowl,http://dbpedia.org/ontology/
granatum,http://chem.deri.ie/granatum/
rec,http://purl.org/ontology/rec/core#
fresnel,http://www.w3.org/2004/09/fresnel#
space,http://purl.org/net/schemas/space/
pmlj,http://inference-web.org/2.0/pml-justification.owl#
spin,http://spinrdf.org/spin#
dblp,http://dblp.uni-trier.de/rdf/schema-2015-01-26#
abc,http://www.metadata.net/harmony/ABCSchemaV5Commented.rdf#
ti,http://www.ontologydesignpatterns.org/cp/owl/timeinterval.owl#
biocore,http://bio2rdf.org/core#
link,http://www.w3.org/2006/link#
sio,http://semanticscience.org/resource/
ecs,http://rdf.ecs.soton.ac.uk/ontology/ecs#
omt,http://purl.org/ontomedia/ext/common/trait#
admingeo,http://data.ordnancesurvey.co.uk/ontology/admingeo/
ya,http://blogs.yandex.ru/schema/foaf/
georss,http://www.georss.org/georss/
umbel,http://umbel.org/umbel#
user,http://schemas.talis.com/2005/user/schema#
politico,http://www.rdfabout.com/rdf/schema/politico/
doc,http://www.w3.org/2000/10/swap/pim/doc#
omb,http://purl.org/ontomedia/ext/common/being#
profiling,http://ontologi.es/profiling#
bibtex,http://purl.oclc.org/NET/nknouf/ns/bibtex#
protege,http://protege.stanford.edu/system#
oauth,http://demiblog.org/vocab/oauth#
nco,http://www.semanticdesktop.org/ontologies/2007/03/22/nco#
go,http://purl.org/obo/owl/GO#
resist,http://www.rkbexplorer.com/ontologies/resist#
mit,http://purl.org/ontology/mo/mit#
dctype,http://purl.org/dc/dcmitype/
scot,http://rdfs.org/scot/ns#
eat,http://www.eat.rl.ac.uk/#
doac,http://ramonantonio.net/doac/0.1/#
rnews,http://iptc.org/std/rNews/2011-10-07#
biol,http://purl.org/NET/biol/ns#
sesame,http://www.openrdf.org/schema/sesame#
dbprop,http://dbpedia.org/property/
gd,http://rdf.data-vocabulary.org/#
taxo,http://purl.org/rss/1.0/modules/taxonomy/
opm,http://openprovenance.org/ontology#
compass,http://purl.org/net/compass#
pmt,http://tipsy.googlecode.com/svn/trunk/vocab/pmt#
gvp,http://vocab.getty.edu/ontology#
climb,http://climb.dataincubator.org/vocabs/climb/
courseware,http://courseware.rkbexplorer.com/ontologies/courseware#
atomix,http://buzzword.org.uk/rdf/atomix#
ddc,http://purl.org/NET/decimalised#
tmo,http://www.semanticdesktop.org/ontologies/2008/05/20/tmo#
edm,http://www.europeana.eu/schemas/edm/
lfn,http://www.dotnetrdf.org/leviathan#
opensearch,http://a9.com/-/spec/opensearch/1.1/
kb,http://deductions.sf.net/ontology/knowledge_base.owl#
